file length: 10000
fixed file:  false
order replicate index language algorithm seconds
721 49 10 Java Mergesort 0.36644
722 49 14 Python Quicksort 0.43406
723 49 1 C# Mergesort 0.15731
724 49 13 Python Mergesort 0.45711
725 49 4 C++ Mergesort 0.08716
726 49 0 C# Binarytree 0.10851
727 49 3 C++ Binarytree 0.13778
728 49 2 C# Quicksort 0.08977
729 49 5 C++ Quicksort 0.13025
730 49 9 Java Binarytree 0.34073
731 49 7 Go Mergesort 0.16494
732 49 12 Python Binarytree 0.38444
733 49 6 Go Binarytree 0.17614
734 49 11 Java Quicksort 0.42102
735 49 8 Go Quicksort 0.24208
736 50 11 Java Quicksort 0.31060
737 50 2 C# Quicksort 0.09283
738 50 8 Go Quicksort 0.18514
739 50 3 C++ Binarytree 0.09243
740 50 1 C# Mergesort 0.10603
741 50 14 Python Quicksort 0.33864
742 50 5 C++ Quicksort 0.12889
743 50 6 Go Binarytree 0.28744
744 50 9 Java Binarytree 0.37778
745 50 10 Java Mergesort 0.33428
746 50 7 Go Mergesort 0.21708
747 50 12 Python Binarytree 0.47908
748 50 13 Python Mergesort 0.45086
749 50 4 C++ Mergesort 0.08459
750 50 0 C# Binarytree 0.13468
751 51 6 Go Binarytree 0.25880
752 51 10 Java Mergesort 0.32100
753 51 3 C++ Binarytree 0.09785
754 51 13 Python Mergesort 0.40936
755 51 2 C# Quicksort 0.09532
756 51 4 C++ Mergesort 0.07472
757 51 14 Python Quicksort 0.39646
758 51 9 Java Binarytree 0.36408
759 51 11 Java Quicksort 0.38992
760 51 7 Go Mergesort 0.19767
761 51 12 Python Binarytree 0.42637
762 51 0 C# Binarytree 0.12915
763 51 5 C++ Quicksort 0.10088
764 51 1 C# Mergesort 0.09255
765 51 8 Go Quicksort 0.16440
766 52 12 Python Binarytree 0.43667
767 52 9 Java Binarytree 0.34380
768 52 11 Java Quicksort 0.35437
769 52 0 C# Binarytree 0.16890
770 52 7 Go Mergesort 0.28041
771 52 10 Java Mergesort 0.40598
772 52 3 C++ Binarytree 0.09392
773 52 4 C++ Mergesort 0.12839
774 52 14 Python Quicksort 0.37752
775 52 8 Go Quicksort 0.19007
776 52 1 C# Mergesort 0.10924
777 52 5 C++ Quicksort 0.07582
778 52 13 Python Mergesort 0.43722
779 52 6 Go Binarytree 0.22879
780 52 2 C# Quicksort 0.09409
781 53 9 Java Binarytree 0.39990
782 53 5 C++ Quicksort 0.07452
783 53 0 C# Binarytree 0.09722
784 53 1 C# Mergesort 0.09256
785 53 12 Python Binarytree 0.40919
786 53 10 Java Mergesort 0.35164
787 53 13 Python Mergesort 0.46637
788 53 8 Go Quicksort 0.22505
789 53 11 Java Quicksort 0.29954
790 53 14 Python Quicksort 0.38337
791 53 2 C# Quicksort 0.10582
792 53 4 C++ Mergesort 0.09947
793 53 3 C++ Binarytree 0.17592
794 53 6 Go Binarytree 0.26559
795 53 7 Go Mergesort 0.18667
796 54 0 C# Binarytree 0.12799
797 54 12 Python Binarytree 0.42164
798 54 13 Python Mergesort 0.44018
799 54 6 Go Binarytree 0.16438
800 54 3 C++ Binarytree 0.09355
801 54 9 Java Binarytree 0.34464
802 54 7 Go Mergesort 0.16646
803 54 2 C# Quicksort 0.10191
804 54 11 Java Quicksort 0.33660
805 54 14 Python Quicksort 0.31092
806 54 10 Java Mergesort 0.33005
807 54 8 Go Quicksort 0.15476
808 54 1 C# Mergesort 0.13032
809 54 4 C++ Mergesort 0.08314
810 54 5 C++ Quicksort 0.09668
811 55 2 C# Quicksort 0.13209
812 55 8 Go Quicksort 0.22162
813 55 5 C++ Quicksort 0.12747
814 55 7 Go Mergesort 0.18775
815 55 6 Go Binarytree 0.17723
816 55 10 Java Mergesort 0.37949
817 55 3 C++ Binarytree 0.16301
818 55 9 Java Binarytree 0.31440
819 55 12 Python Binarytree 0.37959
820 55 13 Python Mergesort 0.37866
821 55 4 C++ Mergesort 0.13067
822 55 1 C# Mergesort 0.10680
823 55 0 C# Binarytree 0.10415
824 55 14 Python Quicksort 0.37799
825 55 11 Java Quicksort 0.46257
826 56 14 Python Quicksort 0.34698
827 56 12 Python Binarytree 0.37817
828 56 4 C++ Mergesort 0.12011
829 56 7 Go Mergesort 0.15743
830 56 10 Java Mergesort 0.43697
831 56 5 C++ Quicksort 0.13469
832 56 8 Go Quicksort 0.19927
833 56 0 C# Binarytree 0.10805
834 56 9 Java Binarytree 0.32528
835 56 13 Python Mergesort 0.31105
836 56 11 Java Quicksort 0.35780
837 56 6 Go Binarytree 0.22400
838 56 1 C# Mergesort 0.11770
839 56 2 C# Quicksort 0.09611
840 56 3 C++ Binarytree 0.10424
841 57 0 C# Binarytree 0.10206
842 57 8 Go Quicksort 0.17228
843 57 7 Go Mergesort 0.23915
844 57 3 C++ Binarytree 0.13415
845 57 9 Java Binarytree 0.43184
846 57 14 Python Quicksort 0.27005
847 57 13 Python Mergesort 0.32757
848 57 6 Go Binarytree 0.17463
849 57 2 C# Quicksort 0.12580
850 57 12 Python Binarytree 0.42064
851 57 10 Java Mergesort 0.37371
852 57 1 C# Mergesort 0.10710
853 57 11 Java Quicksort 0.43765
854 57 5 C++ Quicksort 0.12512
855 57 4 C++ Mergesort 0.07931
856 58 11 Java Quicksort 0.39782
857 58 6 Go Binarytree 0.18496
858 58 9 Java Binarytree 0.36267
859 58 14 Python Quicksort 0.38988
860 58 13 Python Mergesort 0.38511
861 58 1 C# Mergesort 0.09674
862 58 0 C# Binarytree 0.11243
863 58 12 Python Binarytree 0.47210
864 58 8 Go Quicksort 0.26069
865 58 3 C++ Binarytree 0.10033
866 58 4 C++ Mergesort 0.07355
867 58 10 Java Mergesort 0.37425
868 58 2 C# Quicksort 0.10090
869 58 5 C++ Quicksort 0.08595
870 58 7 Go Mergesort 0.19685
871 59 13 Python Mergesort 0.48406
872 59 4 C++ Mergesort 0.13107
873 59 3 C++ Binarytree 0.16052
874 59 11 Java Quicksort 0.37961
875 59 9 Java Binarytree 0.37439
876 59 12 Python Binarytree 0.49014
877 59 5 C++ Quicksort 0.13480
878 59 2 C# Quicksort 0.11935
879 59 14 Python Quicksort 0.33439
880 59 6 Go Binarytree 0.20137
881 59 1 C# Mergesort 0.12334
882 59 7 Go Mergesort 0.22492
883 59 0 C# Binarytree 0.11752
884 59 10 Java Mergesort 0.35164
885 59 8 Go Quicksort 0.19063
886 60 5 C++ Quicksort 0.11903
887 60 14 Python Quicksort 0.35678
888 60 4 C++ Mergesort 0.07311
889 60 9 Java Binarytree 0.36574
890 60 11 Java Quicksort 0.41328
891 60 2 C# Quicksort 0.09311
892 60 3 C++ Binarytree 0.09747
893 60 8 Go Quicksort 0.15950
894 60 12 Python Binarytree 0.40716
895 60 7 Go Mergesort 0.24341
896 60 6 Go Binarytree 0.18669
897 60 13 Python Mergesort 0.43212
898 60 0 C# Binarytree 0.16621
899 60 10 Java Mergesort 0.34124
900 60 1 C# Mergesort 0.16155
901 61 5 C++ Quicksort 0.07893
902 61 7 Go Mergesort 0.15689
903 61 12 Python Binarytree 0.45107
904 61 10 Java Mergesort 0.41821
905 61 8 Go Quicksort 0.29790
906 61 0 C# Binarytree 0.10279
907 61 4 C++ Mergesort 0.07692
908 61 6 Go Binarytree 0.24335
909 61 1 C# Mergesort 0.12198
910 61 2 C# Quicksort 0.09686
911 61 14 Python Quicksort 0.35352
912 61 13 Python Mergesort 0.30696
913 61 9 Java Binarytree 0.38032
914 61 11 Java Quicksort 0.45346
915 61 3 C++ Binarytree 0.11735
916 62 11 Java Quicksort 0.37101
917 62 13 Python Mergesort 0.34683
918 62 1 C# Mergesort 0.10348
919 62 8 Go Quicksort 0.20636
920 62 7 Go Mergesort 0.16598
921 62 2 C# Quicksort 0.09234
922 62 0 C# Binarytree 0.10456
923 62 10 Java Mergesort 0.32813
924 62 3 C++ Binarytree 0.09667
925 62 9 Java Binarytree 0.34388
926 62 12 Python Binarytree 0.46101
927 62 6 Go Binarytree 0.26435
928 62 4 C++ Mergesort 0.09242
929 62 14 Python Quicksort 0.29811
930 62 5 C++ Quicksort 0.07854
931 63 6 Go Binarytree 0.18596
932 63 13 Python Mergesort 0.36916
933 63 8 Go Quicksort 0.25870
934 63 1 C# Mergesort 0.10417
935 63 9 Java Binarytree 0.31939
936 63 5 C++ Quicksort 0.08623
937 63 11 Java Quicksort 0.34161
938 63 0 C# Binarytree 0.18770
939 63 12 Python Binarytree 0.38885
940 63 14 Python Quicksort 0.33413
941 63 3 C++ Binarytree 0.13084
942 63 7 Go Mergesort 0.17469
943 63 2 C# Quicksort 0.09773
944 63 10 Java Mergesort 0.34917
945 63 4 C++ Mergesort 0.08733
946 64 0 C# Binarytree 0.09286
947 64 4 C++ Mergesort 0.08122
948 64 2 C# Quicksort 0.10377
949 64 11 Java Quicksort 0.33797
950 64 12 Python Binarytree 0.45682
951 64 7 Go Mergesort 0.19720
952 64 9 Java Binarytree 0.37185
953 64 5 C++ Quicksort 0.09431
954 64 13 Python Mergesort 0.36680
955 64 1 C# Mergesort 0.15385
956 64 14 Python Quicksort 0.39896
957 64 3 C++ Binarytree 0.11169
958 64 6 Go Binarytree 0.19311
959 64 8 Go Quicksort 0.19781
960 64 10 Java Mergesort 0.32996
961 65 3 C++ Binarytree 0.10203
962 65 1 C# Mergesort 0.10577
963 65 9 Java Binarytree 0.38915
964 65 4 C++ Mergesort 0.07751
965 65 10 Java Mergesort 0.37038
966 65 0 C# Binarytree 0.09924
967 65 7 Go Mergesort 0.15511
968 65 2 C# Quicksort 0.09483
969 65 5 C++ Quicksort 0.09071
970 65 13 Python Mergesort 0.45595
971 65 12 Python Binarytree 0.45075
972 65 6 Go Binarytree 0.15937
973 65 8 Go Quicksort 0.20637
974 65 11 Java Quicksort 0.39349
975 65 14 Python Quicksort 0.36123
976 66 4 C++ Mergesort 0.10163
977 66 3 C++ Binarytree 0.10227
978 66 14 Python Quicksort 0.31417
979 66 10 Java Mergesort 0.47584
980 66 9 Java Binarytree 0.42364
981 66 13 Python Mergesort 0.32697
982 66 11 Java Quicksort 0.33105
983 66 5 C++ Quicksort 0.07511
984 66 6 Go Binarytree 0.18370
985 66 8 Go Quicksort 0.27657
986 66 7 Go Mergesort 0.16994
987 66 1 C# Mergesort 0.09530
988 66 2 C# Quicksort 0.09756
989 66 12 Python Binarytree 0.49912
990 66 0 C# Binarytree 0.14670
991 67 8 Go Quicksort 0.15594
992 67 6 Go Binarytree 0.26898
993 67 11 Java Quicksort 0.33103
994 67 0 C# Binarytree 0.10526
995 67 12 Python Binarytree 0.37455
996 67 9 Java Binarytree 0.36442
997 67 1 C# Mergesort 0.12923
998 67 7 Go Mergesort 0.21692
999 67 5 C++ Quicksort 0.09794
1000 67 13 Python Mergesort 0.34754
1001 67 2 C# Quicksort 0.09954
1002 67 10 Java Mergesort 0.32254
1003 67 3 C++ Binarytree 0.10424
1004 67 14 Python Quicksort 0.36927
1005 67 4 C++ Mergesort 0.07353
1006 68 11 Java Quicksort 0.43001
1007 68 12 Python Binarytree 0.51695
1008 68 6 Go Binarytree 0.26696
1009 68 10 Java Mergesort 0.34705
1010 68 9 Java Binarytree 0.36681
1011 68 1 C# Mergesort 0.10267
1012 68 5 C++ Quicksort 0.08747
1013 68 14 Python Quicksort 0.35522
1014 68 2 C# Quicksort 0.15072
1015 68 8 Go Quicksort 0.17116
1016 68 0 C# Binarytree 0.13594
1017 68 4 C++ Mergesort 0.11558
1018 68 7 Go Mergesort 0.16777
1019 68 3 C++ Binarytree 0.14631
1020 68 13 Python Mergesort 0.41233
1021 69 9 Java Binarytree 0.33293
1022 69 8 Go Quicksort 0.19015
1023 69 10 Java Mergesort 0.34939
1024 69 4 C++ Mergesort 0.12436
1025 69 13 Python Mergesort 0.33949
1026 69 0 C# Binarytree 0.11168
1027 69 14 Python Quicksort 0.32769
1028 69 3 C++ Binarytree 0.11957
1029 69 11 Java Quicksort 0.38208
1030 69 5 C++ Quicksort 0.12947
1031 69 6 Go Binarytree 0.16790
1032 69 1 C# Mergesort 0.09614
1033 69 12 Python Binarytree 0.38171
1034 69 2 C# Quicksort 0.10473
1035 69 7 Go Mergesort 0.17366
1036 70 5 C++ Quicksort 0.08719
1037 70 2 C# Quicksort 0.09307
1038 70 4 C++ Mergesort 0.07831
1039 70 8 Go Quicksort 0.16884
1040 70 12 Python Binarytree 0.37919
1041 70 6 Go Binarytree 0.19671
1042 70 0 C# Binarytree 0.12148
1043 70 11 Java Quicksort 0.42468
1044 70 9 Java Binarytree 0.35004
1045 70 3 C++ Binarytree 0.10258
1046 70 1 C# Mergesort 0.09972
1047 70 13 Python Mergesort 0.41872
1048 70 14 Python Quicksort 0.39047
1049 70 10 Java Mergesort 0.39868
1050 70 7 Go Mergesort 0.22867
1051 71 8 Go Quicksort 0.21930
1052 71 14 Python Quicksort 0.35288
1053 71 6 Go Binarytree 0.22079
1054 71 10 Java Mergesort 0.42769
1055 71 11 Java Quicksort 0.45022
1056 71 3 C++ Binarytree 0.09328
1057 71 12 Python Binarytree 0.44430
1058 71 2 C# Quicksort 0.13255
1059 71 5 C++ Quicksort 0.09097
1060 71 4 C++ Mergesort 0.09404
1061 71 9 Java Binarytree 0.35937
1062 71 7 Go Mergesort 0.23179
1063 71 0 C# Binarytree 0.13473
1064 71 13 Python Mergesort 0.32664
1065 71 1 C# Mergesort 0.09533
1066 72 7 Go Mergesort 0.65286         << Outlier
1067 72 13 Python Mergesort 0.32872
1068 72 8 Go Quicksort 0.20477
1069 72 4 C++ Mergesort 0.07656
1070 72 10 Java Mergesort 0.30516
1071 72 5 C++ Quicksort 0.08677
1072 72 14 Python Quicksort 0.39683
1073 72 0 C# Binarytree 0.11380
1074 72 6 Go Binarytree 0.16426
1075 72 2 C# Quicksort 0.13396
1076 72 1 C# Mergesort 0.12219
1077 72 9 Java Binarytree 0.40159
1078 72 3 C++ Binarytree 0.11027
1079 72 12 Python Binarytree 0.50132
1080 72 11 Java Quicksort 0.37912
1081 73 6 Go Binarytree 0.16539
1082 73 1 C# Mergesort 0.09773
1083 73 13 Python Mergesort 0.44447
1084 73 12 Python Binarytree 0.46904
1085 73 3 C++ Binarytree 0.10192
1086 73 4 C++ Mergesort 0.12305
1087 73 0 C# Binarytree 0.12969
1088 73 8 Go Quicksort 0.19258
1089 73 9 Java Binarytree 0.38191
1090 73 5 C++ Quicksort 0.14568
1091 73 7 Go Mergesort 0.24594
1092 73 2 C# Quicksort 0.15312
1093 73 14 Python Quicksort 0.32807
1094 73 11 Java Quicksort 0.39361
1095 73 10 Java Mergesort 0.34488
1096 74 1 C# Mergesort 0.09722
1097 74 8 Go Quicksort 0.17610
1098 74 11 Java Quicksort 0.36204
1099 74 3 C++ Binarytree 0.12631
1100 74 6 Go Binarytree 0.17727
1101 74 14 Python Quicksort 0.31080
1102 74 2 C# Quicksort 0.13304
1103 74 13 Python Mergesort 0.37500
1104 74 10 Java Mergesort 0.34235
1105 74 9 Java Binarytree 0.32583
1106 74 0 C# Binarytree 0.13362
1107 74 7 Go Mergesort 0.19433
1108 74 12 Python Binarytree 0.46695
1109 74 5 C++ Quicksort 0.08130
1110 74 4 C++ Mergesort 0.09253
1111 75 4 C++ Mergesort 0.11998
1112 75 7 Go Mergesort 0.23721
1113 75 11 Java Quicksort 0.36250
1114 75 3 C++ Binarytree 0.11318
1115 75 14 Python Quicksort 0.36918
1116 75 13 Python Mergesort 0.30565
1117 75 1 C# Mergesort 0.09082
1118 75 5 C++ Quicksort 0.09046
1119 75 6 Go Binarytree 0.16236
1120 75 2 C# Quicksort 0.09261
1121 75 12 Python Binarytree 0.42282
1122 75 9 Java Binarytree 0.43846
1123 75 0 C# Binarytree 0.13904
1124 75 10 Java Mergesort 0.36793
1125 75 8 Go Quicksort 0.16801
1126 76 13 Python Mergesort 0.33345
1127 76 9 Java Binarytree 0.32493
1128 76 3 C++ Binarytree 0.13257
1129 76 5 C++ Quicksort 0.12296
1130 76 7 Go Mergesort 0.15854
1131 76 10 Java Mergesort 0.37240
1132 76 0 C# Binarytree 0.10766
1133 76 6 Go Binarytree 0.15643
1134 76 8 Go Quicksort 0.20600
1135 76 14 Python Quicksort 0.34613
1136 76 11 Java Quicksort 0.31152
1137 76 4 C++ Mergesort 0.09190
1138 76 1 C# Mergesort 0.14017
1139 76 12 Python Binarytree 0.39718
1140 76 2 C# Quicksort 0.10451
1141 77 8 Go Quicksort 0.18873
1142 77 14 Python Quicksort 0.33089
1143 77 12 Python Binarytree 0.38896
1144 77 5 C++ Quicksort 0.13636
1145 77 2 C# Quicksort 0.11902
1146 77 11 Java Quicksort 0.30540
1147 77 3 C++ Binarytree 0.13482
1148 77 7 Go Mergesort 0.26863
1149 77 4 C++ Mergesort 0.08058
1150 77 6 Go Binarytree 0.16972
1151 77 9 Java Binarytree 0.38659
1152 77 1 C# Mergesort 0.09676
1153 77 10 Java Mergesort 0.35192
1154 77 13 Python Mergesort 0.41779
1155 77 0 C# Binarytree 0.14588
1156 78 9 Java Binarytree 0.33681
1157 78 11 Java Quicksort 0.39292
1158 78 7 Go Mergesort 0.23461
1159 78 12 Python Binarytree 0.42268
1160 78 1 C# Mergesort 0.10945
1161 78 14 Python Quicksort 0.31086
1162 78 10 Java Mergesort 0.37000
1163 78 13 Python Mergesort 0.34627
1164 78 3 C++ Binarytree 0.12416
1165 78 0 C# Binarytree 0.15223
1166 78 6 Go Binarytree 0.20807
1167 78 8 Go Quicksort 0.18550
1168 78 2 C# Quicksort 0.11636
1169 78 5 C++ Quicksort 0.07852
1170 78 4 C++ Mergesort 0.09477
1171 79 14 Python Quicksort 0.31533
1172 79 2 C# Quicksort 0.09606
1173 79 9 Java Binarytree 0.42488
1174 79 5 C++ Quicksort 0.08227
1175 79 10 Java Mergesort 0.35775
1176 79 3 C++ Binarytree 0.14511
1177 79 7 Go Mergesort 0.18624
1178 79 11 Java Quicksort 0.33420
1179 79 0 C# Binarytree 0.16687
1180 79 13 Python Mergesort 0.38534
1181 79 6 Go Binarytree 0.17494
1182 79 8 Go Quicksort 0.17924
1183 79 12 Python Binarytree 0.43343
1184 79 1 C# Mergesort 0.09426
1185 79 4 C++ Mergesort 0.09180
1186 80 2 C# Quicksort 0.09780
1187 80 9 Java Binarytree 0.41001
1188 80 3 C++ Binarytree 0.10165
1189 80 1 C# Mergesort 0.09619
1190 80 0 C# Binarytree 0.14343
1191 80 13 Python Mergesort 0.39047
1192 80 11 Java Quicksort 0.39607
1193 80 14 Python Quicksort 0.35455
1194 80 10 Java Mergesort 0.42511
1195 80 5 C++ Quicksort 0.09802
1196 80 12 Python Binarytree 0.44890
1197 80 8 Go Quicksort 0.16716
1198 80 7 Go Mergesort 0.20115
1199 80 4 C++ Mergesort 0.13515
1200 80 6 Go Binarytree 0.23237
1201 81 3 C++ Binarytree 0.12178
1202 81 7 Go Mergesort 0.18089
1203 81 9 Java Binarytree 0.35728
1204 81 13 Python Mergesort 0.34736
1205 81 6 Go Binarytree 0.21308
1206 81 0 C# Binarytree 0.11662
1207 81 14 Python Quicksort 0.31689
1208 81 2 C# Quicksort 0.09496
1209 81 12 Python Binarytree 0.41831
1210 81 5 C++ Quicksort 0.10475
1211 81 1 C# Mergesort 0.13331
1212 81 10 Java Mergesort 0.37076
1213 81 8 Go Quicksort 0.24020
1214 81 4 C++ Mergesort 0.08856
1215 81 11 Java Quicksort 0.37286
1216 82 4 C++ Mergesort 0.07480
1217 82 5 C++ Quicksort 0.08245
1218 82 10 Java Mergesort 0.46600
1219 82 8 Go Quicksort 0.26500
1220 82 7 Go Mergesort 0.25924
1221 82 1 C# Mergesort 0.11895
1222 82 0 C# Binarytree 0.10360
1223 82 6 Go Binarytree 0.22764
1224 82 11 Java Quicksort 0.39099
1225 82 14 Python Quicksort 0.26255
1226 82 2 C# Quicksort 0.13432
1227 82 13 Python Mergesort 0.32373
1228 82 3 C++ Binarytree 0.15432
1229 82 9 Java Binarytree 0.38357
1230 82 12 Python Binarytree 0.40680
1231 83 8 Go Quicksort 0.19760
1232 83 3 C++ Binarytree 0.10544
1233 83 9 Java Binarytree 0.33976
1234 83 14 Python Quicksort 0.44413
1235 83 6 Go Binarytree 0.23418
1236 83 13 Python Mergesort 0.33466
1237 83 5 C++ Quicksort 0.07621
1238 83 0 C# Binarytree 0.09802
1239 83 4 C++ Mergesort 0.08474
1240 83 11 Java Quicksort 0.34264
1241 83 7 Go Mergesort 0.16053
1242 83 1 C# Mergesort 0.10340
1243 83 12 Python Binarytree 0.48383
1244 83 2 C# Quicksort 0.10576
1245 83 10 Java Mergesort 0.38707
1246 84 11 Java Quicksort 0.41606
1247 84 3 C++ Binarytree 0.13385
1248 84 10 Java Mergesort 0.38516
1249 84 14 Python Quicksort 0.30406
1250 84 7 Go Mergesort 0.16691
1251 84 13 Python Mergesort 0.45189
1252 84 4 C++ Mergesort 0.12020
1253 84 1 C# Mergesort 0.12721
1254 84 6 Go Binarytree 0.16310
1255 84 2 C# Quicksort 0.12264
1256 84 5 C++ Quicksort 0.09849
1257 84 12 Python Binarytree 0.38163
1258 84 9 Java Binarytree 0.35013
1259 84 0 C# Binarytree 0.16051
1260 84 8 Go Quicksort 0.23690
1261 85 12 Python Binarytree 0.41168
1262 85 4 C++ Mergesort 0.09248
1263 85 10 Java Mergesort 0.37949
1264 85 2 C# Quicksort 0.09965
1265 85 11 Java Quicksort 0.34846
1266 85 7 Go Mergesort 0.16719
1267 85 3 C++ Binarytree 0.09337
1268 85 8 Go Quicksort 0.17788
1269 85 13 Python Mergesort 0.31209
1270 85 6 Go Binarytree 0.25648
1271 85 5 C++ Quicksort 0.07729
1272 85 0 C# Binarytree 0.10699
1273 85 1 C# Mergesort 0.13639
1274 85 9 Java Binarytree 0.36737
1275 85 14 Python Quicksort 0.33234
1276 86 9 Java Binarytree 0.36292
1277 86 8 Go Quicksort 0.23928
1278 86 7 Go Mergesort 0.18408
1279 86 11 Java Quicksort 0.38144
1280 86 2 C# Quicksort 0.16289
1281 86 12 Python Binarytree 0.47836
1282 86 1 C# Mergesort 0.15314
1283 86 5 C++ Quicksort 0.08810
1284 86 3 C++ Binarytree 0.09204
1285 86 0 C# Binarytree 0.15870
1286 86 13 Python Mergesort 0.39356
1287 86 14 Python Quicksort 0.28709
1288 86 10 Java Mergesort 0.48665
1289 86 6 Go Binarytree 0.24430
1290 86 4 C++ Mergesort 0.07702
1291 87 5 C++ Quicksort 0.08729
1292 87 12 Python Binarytree 0.42682
1293 87 7 Go Mergesort 0.16832
1294 87 13 Python Mergesort 0.43766
1295 87 0 C# Binarytree 0.16550
1296 87 6 Go Binarytree 0.29656
1297 87 3 C++ Binarytree 0.13867
1298 87 10 Java Mergesort 0.42912
1299 87 8 Go Quicksort 0.16896
1300 87 14 Python Quicksort 0.30488
1301 87 4 C++ Mergesort 0.09280
1302 87 2 C# Quicksort 0.10317
1303 87 9 Java Binarytree 0.32590
1304 87 11 Java Quicksort 0.35591
1305 87 1 C# Mergesort 0.10785
1306 88 10 Java Mergesort 0.36610
1307 88 8 Go Quicksort 0.17945
1308 88 11 Java Quicksort 0.33176
1309 88 14 Python Quicksort 0.28107
1310 88 13 Python Mergesort 0.41858
1311 88 5 C++ Quicksort 0.11385
1312 88 3 C++ Binarytree 0.09129
1313 88 12 Python Binarytree 0.48873
1314 88 2 C# Quicksort 0.09603
1315 88 1 C# Mergesort 0.10274
1316 88 4 C++ Mergesort 0.09419
1317 88 9 Java Binarytree 0.40095
1318 88 0 C# Binarytree 0.10128
1319 88 6 Go Binarytree 0.20601
1320 88 7 Go Mergesort 0.24630
1321 89 11 Java Quicksort 0.40529
1322 89 8 Go Quicksort 0.15454
1323 89 7 Go Mergesort 0.20160
1324 89 6 Go Binarytree 0.17677
1325 89 14 Python Quicksort 0.31188
1326 89 4 C++ Mergesort 0.07607
1327 89 10 Java Mergesort 0.34187
1328 89 9 Java Binarytree 0.34440
1329 89 12 Python Binarytree 0.36186
1330 89 0 C# Binarytree 0.16710
1331 89 13 Python Mergesort 0.33731
1332 89 1 C# Mergesort 0.10483
1333 89 5 C++ Quicksort 0.08210
1334 89 3 C++ Binarytree 0.12757
1335 89 2 C# Quicksort 0.10615
1336 90 0 C# Binarytree 0.09642
1337 90 12 Python Binarytree 0.38569
1338 90 5 C++ Quicksort 0.10803
1339 90 13 Python Mergesort 0.30302
1340 90 2 C# Quicksort 0.13041
1341 90 7 Go Mergesort 0.23987
1342 90 3 C++ Binarytree 0.10214
1343 90 6 Go Binarytree 0.26012
1344 90 4 C++ Mergesort 0.10448
1345 90 10 Java Mergesort 0.43225
1346 90 14 Python Quicksort 0.38804
1347 90 1 C# Mergesort 0.11460
1348 90 9 Java Binarytree 0.34177
1349 90 11 Java Quicksort 0.32780
1350 90 8 Go Quicksort 0.22299
1351 91 14 Python Quicksort 0.39388
1352 91 11 Java Quicksort 0.28046
1353 91 3 C++ Binarytree 0.09104
1354 91 7 Go Mergesort 0.17023
1355 91 0 C# Binarytree 0.16038
1356 91 9 Java Binarytree 0.34726
1357 91 8 Go Quicksort 0.17069
1358 91 4 C++ Mergesort 0.08450
1359 91 12 Python Binarytree 0.36216
1360 91 10 Java Mergesort 0.33827
1361 91 1 C# Mergesort 0.09291
1362 91 5 C++ Quicksort 0.11347
1363 91 6 Go Binarytree 0.23695
1364 91 13 Python Mergesort 0.32774
1365 91 2 C# Quicksort 0.09261
1366 92 1 C# Mergesort 0.11061
1367 92 9 Java Binarytree 0.36459
1368 92 13 Python Mergesort 0.45233
1369 92 0 C# Binarytree 0.12373
1370 92 8 Go Quicksort 0.18299
1371 92 6 Go Binarytree 0.18994
1372 92 12 Python Binarytree 0.43449
1373 92 14 Python Quicksort 0.32112
1374 92 3 C++ Binarytree 0.15255
1375 92 2 C# Quicksort 0.13724
1376 92 7 Go Mergesort 0.25503
1377 92 5 C++ Quicksort 0.07502
1378 92 4 C++ Mergesort 0.07503
1379 92 11 Java Quicksort 0.37909
1380 92 10 Java Mergesort 0.44551
1381 93 1 C# Mergesort 0.13382
1382 93 7 Go Mergesort 0.16789
1383 93 8 Go Quicksort 0.17566
1384 93 11 Java Quicksort 0.33921
1385 93 9 Java Binarytree 0.31597
1386 93 13 Python Mergesort 0.34494
1387 93 10 Java Mergesort 0.36773
1388 93 3 C++ Binarytree 0.14039
1389 93 6 Go Binarytree 0.29410
1390 93 14 Python Quicksort 0.37970
1391 93 5 C++ Quicksort 0.08250
1392 93 2 C# Quicksort 0.09561
1393 93 12 Python Binarytree 0.41969
1394 93 4 C++ Mergesort 0.07610
1395 93 0 C# Binarytree 0.10815
1396 94 6 Go Binarytree 0.16033
1397 94 10 Java Mergesort 0.36142
1398 94 13 Python Mergesort 0.36898
1399 94 4 C++ Mergesort 0.07875
1400 94 12 Python Binarytree 0.41043
1401 94 11 Java Quicksort 0.36249
1402 94 14 Python Quicksort 0.34341
1403 94 7 Go Mergesort 0.25535
1404 94 0 C# Binarytree 0.14202
1405 94 9 Java Binarytree 0.37428
1406 94 5 C++ Quicksort 0.08085
1407 94 8 Go Quicksort 0.21579
1408 94 1 C# Mergesort 0.10018
1409 94 3 C++ Binarytree 0.09909
1410 94 2 C# Quicksort 0.11528
1411 95 3 C++ Binarytree 0.09194
1412 95 2 C# Quicksort 0.10836
1413 95 14 Python Quicksort 0.41699
1414 95 9 Java Binarytree 0.46473
1415 95 0 C# Binarytree 0.15683
1416 95 7 Go Mergesort 0.16282
1417 95 6 Go Binarytree 0.22801
1418 95 1 C# Mergesort 0.10219
1419 95 13 Python Mergesort 0.35698
1420 95 12 Python Binarytree 0.43948
1421 95 10 Java Mergesort 0.43747
1422 95 11 Java Quicksort 0.33750
1423 95 4 C++ Mergesort 0.10257
1424 95 8 Go Quicksort 0.22925
1425 95 5 C++ Quicksort 0.10627
